station,nom_intervenant,num_site,secteur_scian,municipalite,debit_estival_m3s,volume_annuel_moyen_Mm3,premiere_annee,derniere_annee,rang
030106,FERME RÉJEAN BEAUPARLANT INC.,72803.0,Culture de pommes de terre,Notre-Dame-du-Bon-Conseil,0.004217592592592592,0.005466,2021.0,2021.0,11
030106,CLUB DE GOLF LAURIER INC.,48467.0,Terrains de golf & country clubs,Princeville,0.002891484204839603,0.0327768,2020.0,2024.0,12
030106,LES POMMES DE TERRE CARDINAL INC.,71112.0,Culture de pommes de terre,Sainte-Brigitte-des-Saults,0.0026666666666666666,0.035136,2020.0,2024.0,13
030106,9190-4805 QUÉBEC INC.,71723.0,Extraction de pierre,Val-des-Sources,0.0017320547922474445,0.022901,2022.0,2024.0,14
030106,LES CULTURES DE CHEZ NOUS INC.,71017.0,Culture de légumes & de melons,Sainte-Brigitte-des-Saults,0.0013541666666666667,0.00102,2021.0,2021.0,15
030106,LES CULTURES DE CHEZ NOUS INC.,71016.0,Culture de légumes & de melons,Sainte-Brigitte-des-Saults,0.0013333333333333333,0.001536,2020.0,2020.0,16
030106,Information personnelle,69561.0,Aquaculture animale,Wotton,1.762272796228382e-05,0.00021345,2020.0,2024.0,17
030106,Station du Mont Gleason inc.,68666.0,Réseaux d'aqueduc & systèmes d'irrigation,Tingwick,7.644734380845491e-06,2.286666666666667e-05,2022.0,2024.0,18
030215,9008-9129 Québec inc.,64888.0,Aquaculture animale,Notre-Dame-des-Bois,0.06546688172043011,0.864362,2020.0,2024.0,1
030215,PISCICULTURE BURY INC.,73373.0,Aquaculture animale,Bury,0.06225458482676224,0.8231669,2023.0,2024.0,2
030215,VILLE DE THETFORD MINES,69150.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Joseph-de-Coleraine,0.05139053190959777,1.3574526,2020.0,2024.0,3
030215,Waterville TG inc.,43786.0,Fab. d'autres produits en caoutchouc,Waterville,0.04775655844399287,0.33531324,2020.0,2024.0,4
030215,GROUPE COLAS QUÉBEC INC.,55376.0,Extraction de pierre,Hatley,0.04501017102828363,0.5537526,2020.0,2024.0,5
030215,VILLE DE WINDSOR,70406.0,Réseaux d'aqueduc & systèmes d'irrigation,Windsor,0.03671792681202708,0.484732356,2020.0,2024.0,6
030215,CONSTRUCTION DJL INC.,57316.0,Extraction de pierre,Sherbrooke,0.02341016975308642,0.3094376,2020.0,2024.0,7
030215,GRAYMONT (QC) INC.,44633.0,Extraction de calcaire,Dudswell,0.02183342542811629,0.28411675,2020.0,2023.0,8
030215,VILLE DE VALCOURT,51916.0,Réseaux d'aqueduc & systèmes d'irrigation,Orford,0.020922594086021505,0.2763182,2020.0,2024.0,9
030215,GRAYMONT (QC) INC.,44421.0,Extraction de calcaire,Dudswell,0.019769722803000135,0.25109875,2020.0,2023.0,10
030215,PISCICULTURE BURY INC.,72838.0,Aquaculture animale,Bury,0.018495855734767024,0.2446119,2023.0,2024.0,11
030215,"MINISTÈRE DES FORÊTS, DE LA FAUNE ET DES PARCS",54883.0,Aquaculture animale,Coaticook,0.017016370967741938,0.2249232,2020.0,2024.0,12
030215,Excavation & terrassement A. Castonguay inc.,65020.0,Aquaculture animale,Newport,0.014661062823576265,0.1939518,2020.0,2024.0,13
030215,VILLE DE WATERVILLE,49767.0,Réseaux d'aqueduc & systèmes d'irrigation,Hatley,0.014103226403823176,0.18575856,2020.0,2024.0,14
030215,Aquaculture Mont-Mégantic inc.,69649.0,Aquaculture animale,Notre-Dame-des-Bois,0.013228844683393071,0.174559792,2020.0,2024.0,15
030215,CARRIÈRES P.C.M. INC.,45009.0,Extraction de grès,Wickham,0.012172862712336396,0.0141335,2021.0,2022.0,16
030215,GRAYMONT (QC) INC.,43985.0,Extraction de calcaire,Dudswell,0.010454689989048185,0.137689,2020.0,2023.0,17
030215,Placements Paul Brouillard inc.,47429.0,Terrains de golf & country clubs,Magog,0.009655101577948801,0.03058188,2020.0,2024.0,18
030215,GRAYMONT (QC) INC.,47236.0,Extraction de calcaire,Dudswell,0.008385688595181202,0.0814675,2020.0,2023.0,19
030215,Scierie Clifton inc.,70815.0,Scieries & préservation du bois,Saint-Isidore-de-Clifton,0.007083333333333333,0.093636,2020.0,2024.0,20
030215,+ 24 autres préleveurs,,,,0.04432568338277263,,,,21
030234,9008-9129 Québec inc.,64888.0,Aquaculture animale,Notre-Dame-des-Bois,0.06546688172043011,0.864362,2020.0,2024.0,1
030234,PISCICULTURE BURY INC.,73373.0,Aquaculture animale,Bury,0.06225458482676224,0.8231669,2023.0,2024.0,2
030234,VILLE DE THETFORD MINES,69150.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Joseph-de-Coleraine,0.05139053190959777,1.3574526,2020.0,2024.0,3
030234,Waterville TG inc.,43786.0,Fab. d'autres produits en caoutchouc,Waterville,0.04775655844399287,0.33531324,2020.0,2024.0,4
030234,GROUPE COLAS QUÉBEC INC.,55376.0,Extraction de pierre,Hatley,0.04501017102828363,0.5537526,2020.0,2024.0,5
030234,VILLE DE WINDSOR,70406.0,Réseaux d'aqueduc & systèmes d'irrigation,Windsor,0.03671792681202708,0.484732356,2020.0,2024.0,6
030234,CONSTRUCTION DJL INC.,57316.0,Extraction de pierre,Sherbrooke,0.02341016975308642,0.3094376,2020.0,2024.0,7
030234,GRAYMONT (QC) INC.,44633.0,Extraction de calcaire,Dudswell,0.02183342542811629,0.28411675,2020.0,2023.0,8
030234,VILLE DE VALCOURT,51916.0,Réseaux d'aqueduc & systèmes d'irrigation,Orford,0.020922594086021505,0.2763182,2020.0,2024.0,9
030234,GRAYMONT (QC) INC.,44421.0,Extraction de calcaire,Dudswell,0.019769722803000135,0.25109875,2020.0,2023.0,10
030234,PISCICULTURE BURY INC.,72838.0,Aquaculture animale,Bury,0.018495855734767024,0.2446119,2023.0,2024.0,11
030234,"MINISTÈRE DES FORÊTS, DE LA FAUNE ET DES PARCS",54883.0,Aquaculture animale,Coaticook,0.017016370967741938,0.2249232,2020.0,2024.0,12
030234,Excavation & terrassement A. Castonguay inc.,65020.0,Aquaculture animale,Newport,0.014661062823576265,0.1939518,2020.0,2024.0,13
030234,VILLE DE WATERVILLE,49767.0,Réseaux d'aqueduc & systèmes d'irrigation,Hatley,0.014103226403823176,0.18575856,2020.0,2024.0,14
030234,Aquaculture Mont-Mégantic inc.,69649.0,Aquaculture animale,Notre-Dame-des-Bois,0.013228844683393071,0.174559792,2020.0,2024.0,15
030234,CARRIÈRES P.C.M. INC.,45009.0,Extraction de grès,Wickham,0.012172862712336396,0.0141335,2021.0,2022.0,16
030234,GRAYMONT (QC) INC.,43985.0,Extraction de calcaire,Dudswell,0.010454689989048185,0.137689,2020.0,2023.0,17
030234,Placements Paul Brouillard inc.,47429.0,Terrains de golf & country clubs,Magog,0.009655101577948801,0.03058188,2020.0,2024.0,18
030234,GRAYMONT (QC) INC.,47236.0,Extraction de calcaire,Dudswell,0.008385688595181202,0.0814675,2020.0,2023.0,19
030234,Scierie Clifton inc.,70815.0,Scieries & préservation du bois,Saint-Isidore-de-Clifton,0.007083333333333333,0.093636,2020.0,2024.0,20
030234,+ 25 autres préleveurs,,,,0.04482784857716644,,,,21
030282,9008-9129 Québec inc.,64888.0,Aquaculture animale,Notre-Dame-des-Bois,0.06546688172043011,0.864362,2020.0,2024.0,1
030282,PISCICULTURE BURY INC.,73373.0,Aquaculture animale,Bury,0.06225458482676224,0.8231669,2023.0,2024.0,2
030282,VILLE DE THETFORD MINES,69150.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Joseph-de-Coleraine,0.05139053190959777,1.3574526,2020.0,2024.0,3
030282,Waterville TG inc.,43786.0,Fab. d'autres produits en caoutchouc,Waterville,0.04775655844399287,0.33531324,2020.0,2024.0,4
030282,GROUPE COLAS QUÉBEC INC.,55376.0,Extraction de pierre,Hatley,0.04501017102828363,0.5537526,2020.0,2024.0,5
030282,VILLE DE WINDSOR,70406.0,Réseaux d'aqueduc & systèmes d'irrigation,Windsor,0.03671792681202708,0.484732356,2020.0,2024.0,6
030282,CONSTRUCTION DJL INC.,57316.0,Extraction de pierre,Sherbrooke,0.02341016975308642,0.3094376,2020.0,2024.0,7
030282,GRAYMONT (QC) INC.,44633.0,Extraction de calcaire,Dudswell,0.02183342542811629,0.28411675,2020.0,2023.0,8
030282,VILLE DE VALCOURT,51916.0,Réseaux d'aqueduc & systèmes d'irrigation,Orford,0.020922594086021505,0.2763182,2020.0,2024.0,9
030282,GRAYMONT (QC) INC.,44421.0,Extraction de calcaire,Dudswell,0.019769722803000135,0.25109875,2020.0,2023.0,10
030282,PISCICULTURE BURY INC.,72838.0,Aquaculture animale,Bury,0.018495855734767024,0.2446119,2023.0,2024.0,11
030282,"MINISTÈRE DES FORÊTS, DE LA FAUNE ET DES PARCS",54883.0,Aquaculture animale,Coaticook,0.017016370967741938,0.2249232,2020.0,2024.0,12
030282,Excavation & terrassement A. Castonguay inc.,65020.0,Aquaculture animale,Newport,0.014661062823576265,0.1939518,2020.0,2024.0,13
030282,VILLE DE WATERVILLE,49767.0,Réseaux d'aqueduc & systèmes d'irrigation,Hatley,0.014103226403823176,0.18575856,2020.0,2024.0,14
030282,Aquaculture Mont-Mégantic inc.,69649.0,Aquaculture animale,Notre-Dame-des-Bois,0.013228844683393071,0.174559792,2020.0,2024.0,15
030282,CARRIÈRES P.C.M. INC.,45009.0,Extraction de grès,Wickham,0.012172862712336396,0.0141335,2021.0,2022.0,16
030282,GRAYMONT (QC) INC.,43985.0,Extraction de calcaire,Dudswell,0.010454689989048185,0.137689,2020.0,2023.0,17
030282,Placements Paul Brouillard inc.,47429.0,Terrains de golf & country clubs,Magog,0.009655101577948801,0.03058188,2020.0,2024.0,18
030282,GRAYMONT (QC) INC.,47236.0,Extraction de calcaire,Dudswell,0.008385688595181202,0.0814675,2020.0,2023.0,19
030282,Scierie Clifton inc.,70815.0,Scieries & préservation du bois,Saint-Isidore-de-Clifton,0.007083333333333333,0.093636,2020.0,2024.0,20
030282,+ 26 autres préleveurs,,,,0.051495026992140557,,,,21
030299_91_62,9008-9129 Québec inc.,64888.0,Aquaculture animale,Notre-Dame-des-Bois,0.06546688172043011,0.864362,2020.0,2024.0,1
030299_91_62,PISCICULTURE BURY INC.,73373.0,Aquaculture animale,Bury,0.06225458482676224,0.8231669,2023.0,2024.0,2
030299_91_62,VILLE DE THETFORD MINES,69150.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Joseph-de-Coleraine,0.05139053190959777,1.3574526,2020.0,2024.0,3
030299_91_62,GROUPE COLAS QUÉBEC INC.,55376.0,Extraction de pierre,Hatley,0.04501017102828363,0.5537526,2020.0,2024.0,4
030299_91_62,CONSTRUCTION DJL INC.,57316.0,Extraction de pierre,Sherbrooke,0.02341016975308642,0.3094376,2020.0,2024.0,5
030299_91_62,GRAYMONT (QC) INC.,44633.0,Extraction de calcaire,Dudswell,0.02183342542811629,0.28411675,2020.0,2023.0,6
030299_91_62,VILLE DE VALCOURT,51916.0,Réseaux d'aqueduc & systèmes d'irrigation,Orford,0.020922594086021505,0.2763182,2020.0,2024.0,7
030299_91_62,GRAYMONT (QC) INC.,44421.0,Extraction de calcaire,Dudswell,0.019769722803000135,0.25109875,2020.0,2023.0,8
030299_91_62,PISCICULTURE BURY INC.,72838.0,Aquaculture animale,Bury,0.018495855734767024,0.2446119,2023.0,2024.0,9
030299_91_62,"MINISTÈRE DES FORÊTS, DE LA FAUNE ET DES PARCS",54883.0,Aquaculture animale,Coaticook,0.017016370967741938,0.2249232,2020.0,2024.0,10
030299_91_62,Excavation & terrassement A. Castonguay inc.,65020.0,Aquaculture animale,Newport,0.014661062823576265,0.1939518,2020.0,2024.0,11
030299_91_62,VILLE DE WATERVILLE,49767.0,Réseaux d'aqueduc & systèmes d'irrigation,Hatley,0.014103226403823176,0.18575856,2020.0,2024.0,12
030299_91_62,Aquaculture Mont-Mégantic inc.,69649.0,Aquaculture animale,Notre-Dame-des-Bois,0.013228844683393071,0.174559792,2020.0,2024.0,13
030299_91_62,CARRIÈRES P.C.M. INC.,45009.0,Extraction de grès,Wickham,0.012172862712336396,0.0141335,2021.0,2022.0,14
030299_91_62,GRAYMONT (QC) INC.,43985.0,Extraction de calcaire,Dudswell,0.010454689989048185,0.137689,2020.0,2023.0,15
030299_91_62,Placements Paul Brouillard inc.,47429.0,Terrains de golf & country clubs,Magog,0.009655101577948801,0.03058188,2020.0,2024.0,16
030299_91_62,GRAYMONT (QC) INC.,47236.0,Extraction de calcaire,Dudswell,0.008385688595181202,0.0814675,2020.0,2023.0,17
030299_91_62,Scierie Clifton inc.,70815.0,Scieries & préservation du bois,Saint-Isidore-de-Clifton,0.007083333333333333,0.093636,2020.0,2024.0,18
030299_91_62,COUILLARD CONSTRUCTION LIMITÉE,59162.0,Extraction de sable & de gravier,Coaticook,0.007079029984101472,0.0437408,2020.0,2024.0,19
030299_91_62,PÉPINIÈRE L'AVENIR INC.,44288.0,Culture en pépinière & arboriculture,Racine,0.0061089149305555545,0.0593323875,2020.0,2023.0,20
030299_91_62,+ 21 autres préleveurs,,,,0.026509318874595456,,,,21
030304,VILLE DE GRANBY,54787.0,Réseaux d'aqueduc & systèmes d'irrigation,Granby,0.32500196382346247,4.2816782,2020.0,2024.0,1
030304,VILLE DE COWANSVILLE,50560.0,Réseaux d'aqueduc & systèmes d'irrigation,Cowansville,0.10155511499402628,1.3425266,2020.0,2024.0,2
030304,VILLE DE BROMONT,50556.0,Réseaux d'aqueduc & systèmes d'irrigation,Bromont,0.07835145211071287,1.0357514,2020.0,2024.0,3
030304,VILLE DE FARNHAM,51568.0,Réseaux d'aqueduc & systèmes d'irrigation,Farnham,0.07525589705296695,0.9947668,2020.0,2024.0,4
030304,VILLE D'ACTON VALE,51609.0,Réseaux d'aqueduc & systèmes d'irrigation,Acton Vale,0.0350448093389088,0.4633072,2020.0,2024.0,5
030304,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",44254.0,Centres de ski,Bromont,0.02792809376837154,0.06698133333333334,2021.0,2024.0,6
030304,VILLE DE GRANBY,54788.0,Réseaux d'aqueduc & systèmes d'irrigation,Shefford,0.025624475681999204,0.3370778,2020.0,2024.0,7
030304,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48486.0,Centres de ski,Bromont,0.023891516019988242,0.0356075,2020.0,2021.0,8
030304,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48485.0,Centres de ski,Bromont,0.02171375385802469,0.032659,2020.0,2021.0,9
030304,Ville de Saint-Pie,60038.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Paul-d'Abbotsford,0.016130203604141777,0.2131292,2020.0,2024.0,10
030304,EXCAVATION MC. B. M. INC.,46230.0,Extraction de sable & de gravier,Saint-Edmond-de-Grantham,0.014636234292328043,0.0242252,2020.0,2024.0,11
030304,GROUPE COLAS QUÉBEC INC.,70759.0,Extraction de pierre,Saint-Alphonse-de-Granby,0.013836957387495023,0.157681,2022.0,2024.0,12
030304,CLUB DE GOLF KNOWLTON,44340.0,Terrains de golf & country clubs,Lac-Brome,0.009479558091873574,0.022562430600000002,2020.0,2024.0,13
030304,CLUB DE GOLF ACTON VALE INC.,44590.0,Terrains de golf & country clubs,Acton Vale,0.00900943581900353,0.037593252,2020.0,2024.0,14
030304,Germain Blanchard ltée,69519.0,Extraction de minerais non métalliques,Saint-Théodore-d'Acton,0.007817618264957929,0.0196998,2020.0,2024.0,15
030304,LES PRODUITS CHIMIQUES ALDEX CIE LTÉE,70210.0,Fab. de résines & de caoutchouc synthétique,Granby,0.005013391087084916,0.06193525,2020.0,2023.0,16
030304,LE ROYAL BROMONT INC.,44321.0,Autres services de divertissement & loisirs,Bromont,0.0040431963582960055,0.024300585,2020.0,2024.0,17
030304,CARRIÈRE D'ACTON VALE LTÉE,44398.0,Extraction de pierre,Acton Vale,0.0036777643369175625,0.0974876,2020.0,2024.0,18
030304,LES PRÉS-VERTS M.B. LTÉE,70991.0,Toutes les autres cultures agricoles,Saint-Aimé,0.003592897727272727,0.00266994,2020.0,2023.0,19
030304,LE PARCOURS DU VIEUX VILLAGE INC.,48465.0,Terrains de golf & country clubs,Bromont,0.0029629470272513115,0.025886846800000002,2020.0,2024.0,20
030304,+ 21 autres préleveurs,,,,0.019346445654935582,,,,21
030316,VILLE DE GRANBY,54787.0,Réseaux d'aqueduc & systèmes d'irrigation,Granby,0.32500196382346247,4.2816782,2020.0,2024.0,1
030316,VILLE DE COWANSVILLE,50560.0,Réseaux d'aqueduc & systèmes d'irrigation,Cowansville,0.10155511499402628,1.3425266,2020.0,2024.0,2
030316,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",44254.0,Centres de ski,Bromont,0.02792809376837154,0.06698133333333334,2021.0,2024.0,3
030316,VILLE DE GRANBY,54788.0,Réseaux d'aqueduc & systèmes d'irrigation,Shefford,0.025624475681999204,0.3370778,2020.0,2024.0,4
030316,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48486.0,Centres de ski,Bromont,0.023891516019988242,0.0356075,2020.0,2021.0,5
030316,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48485.0,Centres de ski,Bromont,0.02171375385802469,0.032659,2020.0,2021.0,6
030316,Ville de Saint-Pie,60038.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Paul-d'Abbotsford,0.016130203604141777,0.2131292,2020.0,2024.0,7
030316,EXCAVATION MC. B. M. INC.,46230.0,Extraction de sable & de gravier,Saint-Edmond-de-Grantham,0.014636234292328043,0.0242252,2020.0,2024.0,8
030316,GROUPE COLAS QUÉBEC INC.,70759.0,Extraction de pierre,Saint-Alphonse-de-Granby,0.013836957387495023,0.157681,2022.0,2024.0,9
030316,CLUB DE GOLF KNOWLTON,44340.0,Terrains de golf & country clubs,Lac-Brome,0.009479558091873574,0.022562430600000002,2020.0,2024.0,10
030316,CLUB DE GOLF ACTON VALE INC.,44590.0,Terrains de golf & country clubs,Acton Vale,0.00900943581900353,0.037593252,2020.0,2024.0,11
030316,Germain Blanchard ltée,69519.0,Extraction de minerais non métalliques,Saint-Théodore-d'Acton,0.007817618264957929,0.0196998,2020.0,2024.0,12
030316,LES PRODUITS CHIMIQUES ALDEX CIE LTÉE,70210.0,Fab. de résines & de caoutchouc synthétique,Granby,0.005013391087084916,0.06193525,2020.0,2023.0,13
030316,LE ROYAL BROMONT INC.,44321.0,Autres services de divertissement & loisirs,Bromont,0.0040431963582960055,0.024300585,2020.0,2024.0,14
030316,CARRIÈRE D'ACTON VALE LTÉE,44398.0,Extraction de pierre,Acton Vale,0.0036777643369175625,0.0974876,2020.0,2024.0,15
030316,LES PRÉS-VERTS M.B. LTÉE,70991.0,Toutes les autres cultures agricoles,Saint-Aimé,0.003592897727272727,0.00266994,2020.0,2023.0,16
030316,LE PARCOURS DU VIEUX VILLAGE INC.,48465.0,Terrains de golf & country clubs,Bromont,0.0029629470272513115,0.025886846800000002,2020.0,2024.0,17
030316,CLUB DE GOLF DE FARNHAM INC.,44549.0,Terrains de golf & country clubs,Farnham,0.002534722780353942,0.016990767295,2020.0,2023.0,18
030316,CHÂTEAU BROMONT INC.,44353.0,Terrains de golf & country clubs,Bromont,0.0022695668248939303,0.022703780170000003,2020.0,2023.0,19
030316,CLUB DE GOLF DE COWANSVILLE INC.,44362.0,Terrains de golf & country clubs,Cowansville,0.0017269025173622062,0.013906673800000002,2020.0,2024.0,20
030316,+ 17 autres préleveurs,,,,0.009992040233341035,,,,21
030335,VILLE DE GRANBY,54787.0,Réseaux d'aqueduc & systèmes d'irrigation,Granby,0.32500196382346247,4.2816782,2020.0,2024.0,1
030335,VILLE DE GRANBY,54788.0,Réseaux d'aqueduc & systèmes d'irrigation,Shefford,0.025624475681999204,0.3370778,2020.0,2024.0,2
030335,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48486.0,Centres de ski,Bromont,0.023891516019988242,0.0356075,2020.0,2021.0,3
030335,Ville de Saint-Pie,60038.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Paul-d'Abbotsford,0.016130203604141777,0.2131292,2020.0,2024.0,4
030335,EXCAVATION MC. B. M. INC.,46230.0,Extraction de sable & de gravier,Saint-Edmond-de-Grantham,0.014636234292328043,0.0242252,2020.0,2024.0,5
030335,GROUPE COLAS QUÉBEC INC.,70759.0,Extraction de pierre,Saint-Alphonse-de-Granby,0.013836957387495023,0.157681,2022.0,2024.0,6
030335,CLUB DE GOLF KNOWLTON,44340.0,Terrains de golf & country clubs,Lac-Brome,0.009479558091873574,0.022562430600000002,2020.0,2024.0,7
030335,Germain Blanchard ltée,69519.0,Extraction de minerais non métalliques,Saint-Théodore-d'Acton,0.007817618264957929,0.0196998,2020.0,2024.0,8
030335,LES PRÉS-VERTS M.B. LTÉE,70991.0,Toutes les autres cultures agricoles,Saint-Aimé,0.003592897727272727,0.00266994,2020.0,2023.0,9
030335,LE PARCOURS DU VIEUX VILLAGE INC.,48465.0,Terrains de golf & country clubs,Bromont,0.0029629470272513115,0.025886846800000002,2020.0,2024.0,10
030335,CLUB DE GOLF DE FARNHAM INC.,44549.0,Terrains de golf & country clubs,Farnham,0.002534722780353942,0.016990767295,2020.0,2023.0,11
030335,CLUB DE GOLF DE COWANSVILLE INC.,44362.0,Terrains de golf & country clubs,Cowansville,0.0017269025173622062,0.013906673800000002,2020.0,2024.0,12
030335,BOMBARDIER PRODUITS RÉCRÉATIFS INC.,70867.0,Fab. d'autres types de matériel de transport,Maricourt,0.00171269687818892,0.018491296,2020.0,2024.0,13
030335,Information personnelle,67091.0,Terrains de golf & country clubs,Lac-Brome,0.001224638595152918,0.0033011425,2020.0,2023.0,14
030335,Information personnelle,58194.0,Terrains de golf & country clubs,Lac-Brome,0.0011334144074424805,0.003449856245,2020.0,2023.0,15
030335,ContiTech Canada inc.,44768.0,Fab. tuyaux & courroies de caoutchouc & plast.,Saint-Alphonse-de-Granby,0.0009065135659992584,0.011968086,2020.0,2024.0,16
030335,GROUPE COLAS QUÉBEC INC.,70761.0,Extraction de pierre,Saint-Alphonse-de-Granby,0.0008802394464356829,0.01173,2021.0,2021.0,17
030335,MUNICIPALITÉ DE ROUGEMONT,69886.0,Activités de soutien aux cultures agricoles,Rougemont,0.0003828977499004381,0.004563,2020.0,2021.0,18
030335,Golf Granby Saint-Paul.ca inc.,44308.0,Terrains de golf & country clubs,Granby,0.00038016381682717256,0.002093215,2020.0,2024.0,19
030335,MUNICIPALITÉ DE ROUGEMONT,69884.0,Activités de soutien aux cultures agricoles,Rougemont,0.0003683094384707288,0.0048675,2020.0,2021.0,20
030335,+ 8 autres préleveurs,,,,0.0013091658022109777,,,,21
030340,VILLE DE GRANBY,54787.0,Réseaux d'aqueduc & systèmes d'irrigation,Granby,0.32500196382346247,4.2816782,2020.0,2024.0,1
030340,VILLE DE COWANSVILLE,50560.0,Réseaux d'aqueduc & systèmes d'irrigation,Cowansville,0.10155511499402628,1.3425266,2020.0,2024.0,2
030340,VILLE DE GRANBY,54788.0,Réseaux d'aqueduc & systèmes d'irrigation,Shefford,0.025624475681999204,0.3370778,2020.0,2024.0,3
030340,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48486.0,Centres de ski,Bromont,0.023891516019988242,0.0356075,2020.0,2021.0,4
030340,Ville de Saint-Pie,60038.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Paul-d'Abbotsford,0.016130203604141777,0.2131292,2020.0,2024.0,5
030340,EXCAVATION MC. B. M. INC.,46230.0,Extraction de sable & de gravier,Saint-Edmond-de-Grantham,0.014636234292328043,0.0242252,2020.0,2024.0,6
030340,GROUPE COLAS QUÉBEC INC.,70759.0,Extraction de pierre,Saint-Alphonse-de-Granby,0.013836957387495023,0.157681,2022.0,2024.0,7
030340,CLUB DE GOLF KNOWLTON,44340.0,Terrains de golf & country clubs,Lac-Brome,0.009479558091873574,0.022562430600000002,2020.0,2024.0,8
030340,CLUB DE GOLF ACTON VALE INC.,44590.0,Terrains de golf & country clubs,Acton Vale,0.00900943581900353,0.037593252,2020.0,2024.0,9
030340,Germain Blanchard ltée,69519.0,Extraction de minerais non métalliques,Saint-Théodore-d'Acton,0.007817618264957929,0.0196998,2020.0,2024.0,10
030340,LES PRODUITS CHIMIQUES ALDEX CIE LTÉE,70210.0,Fab. de résines & de caoutchouc synthétique,Granby,0.005013391087084916,0.06193525,2020.0,2023.0,11
030340,CARRIÈRE D'ACTON VALE LTÉE,44398.0,Extraction de pierre,Acton Vale,0.0036777643369175625,0.0974876,2020.0,2024.0,12
030340,LES PRÉS-VERTS M.B. LTÉE,70991.0,Toutes les autres cultures agricoles,Saint-Aimé,0.003592897727272727,0.00266994,2020.0,2023.0,13
030340,LE PARCOURS DU VIEUX VILLAGE INC.,48465.0,Terrains de golf & country clubs,Bromont,0.0029629470272513115,0.025886846800000002,2020.0,2024.0,14
030340,CLUB DE GOLF DE FARNHAM INC.,44549.0,Terrains de golf & country clubs,Farnham,0.002534722780353942,0.016990767295,2020.0,2023.0,15
030340,CLUB DE GOLF DE COWANSVILLE INC.,44362.0,Terrains de golf & country clubs,Cowansville,0.0017269025173622062,0.013906673800000002,2020.0,2024.0,16
030340,BOMBARDIER PRODUITS RÉCRÉATIFS INC.,70867.0,Fab. d'autres types de matériel de transport,Maricourt,0.00171269687818892,0.018491296,2020.0,2024.0,17
030340,COMPLEXE SPORTIF LA CLINIQUE DU SPORT INC.,44302.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Césaire,0.0016940005327124562,0.0164378,2020.0,2024.0,18
030340,Information personnelle,67091.0,Terrains de golf & country clubs,Lac-Brome,0.001224638595152918,0.0033011425,2020.0,2023.0,19
030340,Information personnelle,58194.0,Terrains de golf & country clubs,Lac-Brome,0.0011334144074424805,0.003449856245,2020.0,2023.0,20
030340,+ 13 autres préleveurs,,,,0.004227289819844259,,,,21
030343,VILLE DE GRANBY,54787.0,Réseaux d'aqueduc & systèmes d'irrigation,Granby,0.32500196382346247,4.2816782,2020.0,2024.0,1
030343,VILLE DE GRANBY,54788.0,Réseaux d'aqueduc & systèmes d'irrigation,Shefford,0.025624475681999204,0.3370778,2020.0,2024.0,2
030343,"SKI BROMONT.COM, SOCIÉTÉ EN COMMANDITE",48486.0,Centres de ski,Bromont,0.023891516019988242,0.0356075,2020.0,2021.0,3
030343,Ville de Saint-Pie,60038.0,Réseaux d'aqueduc & systèmes d'irrigation,Saint-Paul-d'Abbotsford,0.016130203604141777,0.2131292,2020.0,2024.0,4
030343,GROUPE COLAS QUÉBEC INC.,70759.0,Extraction de pierre,Saint-Alphonse-de-Granby,0.013836957387495023,0.157681,2022.0,2024.0,5
030343,Germain Blanchard ltée,69519.0,Extraction de minerais non métalliques,Saint-Théodore-d'Acton,0.007817618264957929,0.0196998,2020.0,2024.0,6
030343,LES PRÉS-VERTS M.B. LTÉE,70991.0,Toutes les autres cultures agricoles,Saint-Aimé,0.003592897727272727,0.00266994,2020.0,2023.0,7
030343,LE PARCOURS DU VIEUX VILLAGE INC.,48465.0,Terrains de golf & country clubs,Bromont,0.0029629470272513115,0.025886846800000002,2020.0,2024.0,8
030343,CLUB DE GOLF DE FARNHAM INC.,44549.0,Terrains de golf & country clubs,Farnham,0.002534722780353942,0.016990767295,2020.0,2023.0,9
030343,CLUB DE GOLF DE COWANSVILLE INC.,44362.0,Terrains de golf & country clubs,Cowansville,0.0017269025173622062,0.013906673800000002,2020.0,2024.0,10
030343,BOMBARDIER PRODUITS RÉCRÉATIFS INC.,70867.0,Fab. d'autres types de matériel de transport,Maricourt,0.00171269687818892,0.018491296,2020.0,2024.0,11
