station,nom,plan_deau,bv_prim,superfi_km2,n_sites_amont,n_sites_etiage,debit_obs_m3s,q27_ete_m3s,debit_preleve_etiage_m3s,pression_etiage_pct,debit_preleve_mois_01_m3s,debit_preleve_mois_02_m3s,debit_preleve_mois_03_m3s,debit_preleve_mois_04_m3s,debit_preleve_mois_05_m3s,debit_preleve_mois_06_m3s,debit_preleve_mois_07_m3s,debit_preleve_mois_08_m3s,debit_preleve_mois_09_m3s,debit_preleve_mois_10_m3s,debit_preleve_mois_11_m3s,debit_preleve_mois_12_m3s,lat,lon,source_coords,prelevements_caracterises
023004,Boyer,Boyer,0230 -Rivière Boyer,224.9,1,1,,0.196,0.0015593082264957,0.7892861341203052,0.0,0.0,0.0,0.0,0.0010145833333333,0.0013106896638486,0.0015593082264957,0.0013609375,0.001276915922619,0.0011434027777777,0.0,0.0,46.816,-70.901,api,1
023106,Du Sud,Du Sud,0231 -Rivière du Sud,819.64,8,7,,2.37,0.0490825295997791,2.0289729266863623,0.0138486764050443,0.0131204531482601,0.0130518157114624,0.0128508131463883,0.0147081827196536,0.0152271268738977,0.04877425227003,0.0400431483983573,0.0378051569389329,0.0316926789458316,0.0144361255932339,0.0144987269071294,46.82,-70.756,api,1
023303_01,Etchemin,Etchemin,0233 -Rivière Etchemin,1140.4,7,6,,3.23,0.0194053628439375,0.5971973538861156,0.0161555265620052,0.0136755045157682,0.0139187374925328,0.0138634720950345,0.0156813584513853,0.0254746445794753,0.0194053628439375,0.0185711281217904,0.0188530480249881,0.0170521028432999,0.0206094470093949,0.0188709523159909,46.691,-71.068,api,1
023401,Beaurivage,Beaurivage,0234 -Rivière Chaudière,711.25,13,12,,1.31,0.0368552274406685,2.7363911643794,0.0193073429517032,0.0188871055954661,0.0194206153673835,0.0226021689065255,0.0331888062536068,0.0406822003609621,0.0366200190625415,0.0345054977307105,0.0306680337211399,0.0232648845002072,0.0195380292299778,0.0174404086669088,46.657,-71.289,api,1
023402,Chaudière,Chaudière,0234 -Rivière Chaudière,5804.99,20,19,,9.91,0.1326252950354085,1.3206237526453577,0.0666968702814524,0.0673467244064723,0.0668403136947431,0.0884900315608465,0.1217714308925916,0.1297113308356829,0.1321083512928849,0.1242752459160758,0.1133550857551602,0.0971496612552125,0.0842320261435581,0.0661972646935733,46.58700000000002,-71.214,api,1
023403,Chaudière,Chaudière,0234 -Rivière Chaudière,1161.87,14,13,,2.86,0.063526075708291,2.1729265983338406,0.0247568650544512,0.0238865896084199,0.0239709439217443,0.0435824929805996,0.058520720829473,0.0660140676449127,0.063290867330164,0.0598374123065767,0.0519830800174362,0.0354922590521785,0.0264450508349161,0.0243475323228228,45.6916923511,-70.785310466,fermee,1
023422,Famine,Famine,0234 -Rivière Chaudière,685.68,12,12,,0.681,0.0368552274406685,5.134075232977899,0.0191986867626194,0.0188801032806513,0.0194206153673835,0.0226021689065255,0.0331888062536068,0.0406822003609621,0.0366200190625415,0.0345054977307105,0.0306680337211399,0.0232545835742813,0.019324151915163,0.0171218003783353,46.167,-70.639,api,1
023432,Bras Henri,Bras Henri,0234 -Rivière Chaudière,147.47,8,8,,0.249,0.0250996318985538,9.157119885459528,0.0137508074596774,0.0130858358705072,0.0131695798611111,0.01729801960097,0.0235043242120895,0.0288503150214559,0.0248644235204268,0.0243713087746173,0.022575426699535,0.0176313663923816,0.0139441731342988,0.0121407307721027,46.54,-71.34,api,1
023702_01,Petite rivière du Chêne,Petite rivière du Chêne,0237 -Petite rivière du Chêne,392.4,0,0,,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.540556,-72.093444,api,1
024003,Bécancour,Bécancour,0240 -Rivière Bécancour,923.7,8,8,,2.11,0.0164057780417979,0.7715262162664913,0.0051269443804195,0.0025193840374753,0.088359571625029,0.0922867014695259,0.0800766615440408,0.030331368479341,0.0145717416566894,0.0158786158264535,0.0166711783238188,0.0113821048630508,0.012609963986683,0.004380538141334,46.306,-71.451,api,1
024014,Bécancour,Bécancour,0240 -Rivière Bécancour,2174.73,11,11,,5.72,0.0501186028625864,0.8685887814805462,0.0166920354795832,0.0147373465158096,0.1005247162387287,0.1768390857287852,0.1274609250702399,0.152421831442304,0.0309504938968327,0.0495653056412683,0.0964348781694978,0.1720049800337284,0.1015024987089052,0.1025854896582311,46.199000000000005,-72.098,api,1
024015,Bourbon,Bourbon,0240 -Rivière Bécancour,44.29,3,3,,0.075,0.0108225237835875,12.610353676941369,0.0,0.0,0.0830908289241622,0.0855574390599838,0.0709421464419699,0.0219745191043642,0.0090364144261239,0.010800162581294,0.0121205968501984,0.0071261400462962,0.0082494212962962,0.0,46.18402799999999,-71.75413899999998,api,1
030101,Nicolet Sud-Ouest,Nicolet Sud-Ouest,0301 -Rivière Nicolet,557.94,21,16,,0.747,0.2359472494178235,24.00406019321683,0.0776391425603521,0.0423942788331478,0.0431263318766206,0.0615807585617004,0.1082306550092545,0.3261179176133948,0.231929520468773,0.1809701843058589,0.1549639189227309,0.2090486277383478,0.2303475608300446,0.1718266127519617,45.792,-71.968,api,1
030103,Nicolet,Nicolet,0301 -Rivière Nicolet,1543.94,26,21,,2.8,0.5048899845084249,15.27705874855387,0.3047010622512771,0.2470469710882107,0.23129740415858,0.2606539452900955,0.4187143763528427,0.6719131844907691,0.4691556336066805,0.4177977503589752,0.4361695902190273,0.5242843346806766,0.4641937028053532,0.540331213665638,46.06000000000002,-72.313,api,1
030106,Bulstrode,Bulstrode,0301 -Rivière Nicolet,340.98,17,13,,0.354,0.223303076141545,38.68038910064544,0.0714306829828786,0.0361066427842325,0.0368531016087904,0.0553422260642716,0.0955872224537755,0.3142739452259417,0.22224167624531,0.1683606224910211,0.1487502911165159,0.0895988832753981,0.2240879065990594,0.0901166294102502,46.071,-71.978,api,1
030215,Coaticook,Coaticook,0302 -Rivière Saint-François,524.01,39,34,,1.251,0.1829958490881353,12.761253751501489,0.1083767606594474,0.1173548090179257,0.1128801423547643,0.1192603685947298,0.160289853079815,0.1756719288673263,0.1730264959413116,0.1721683125583479,0.1567508788088177,0.1606156245606284,0.1606818156920955,0.1321912819412396,45.28400000000001,-71.901,api,1
030234,Eaton,Eaton,0302 -Rivière Saint-François,636.19,40,35,,1.053,0.1835715133909377,14.845199926007211,0.1083767606594474,0.1173548090179257,0.1128801423547643,0.1194331116502854,0.1608275787742595,0.1762421372006596,0.1736021602441141,0.1726181294775398,0.1572075107532621,0.1608230464356284,0.1606818156920955,0.1321912819412396,45.46800000000001,-71.65500000000002,api,1
030282,Au Saumon,Au Saumon,0302 -Rivière Saint-François,735.49,40,35,,1.401,0.1835715133909377,11.584930805558908,0.1083767606594474,0.1173548090179257,0.1128801423547643,0.1194331116502854,0.1608275787742595,0.1762421372006596,0.1736021602441141,0.1726181294775398,0.1572075107532621,0.1608230464356284,0.1606818156920955,0.1321912819412396,45.58,-71.38500000000002,api,1
030299_91_62,St-Germain,St-Germain,0302 -Rivière Saint-François,256.54,36,31,,0.302,0.100669813271439,25.000586076607057,0.0547386706752497,0.0487273291894552,0.0516858243747099,0.080203868830595,0.0852785525325894,0.0908313051326354,0.0907004601246153,0.0966479420441328,0.092670816489635,0.1023657309608157,0.1108586158464165,0.0677321733534415,45.89653889,-72.50548610999999,api,1
030304,Noire,Noire,0303 -Rivière Yamaska,1477.57,42,41,,1.348,0.1972925743765065,12.767328184186088,0.1132726499335308,0.1121733710700839,0.1190403464024338,0.1488610233770927,0.1731430476064554,0.1965734908138625,0.1828723473548875,0.1792518470464432,0.162378075712981,0.1372913854019023,0.1412540988537813,0.153535006614557,45.5,-72.906,api,1
030316,David,David,0303 -Rivière Yamaska,327.2,38,37,,0.139,0.1665525403639975,54.50864200493552,0.0899988820123839,0.0884419872270352,0.0955938298253728,0.1257361506919075,0.1446736862853116,0.1663085327531605,0.1521814284857478,0.1496823922202713,0.1351116399907463,0.1110702242334213,0.1164540679655387,0.1300817521627268,45.953909,-72.85784999999998,api,1
030335,Yamaska Nord,Yamaska Nord,0303 -Rivière Yamaska,59.93,28,28,,0.112,0.1206535276782425,51.85974564078183,0.0556208091057042,0.0583697955635799,0.0661083351620671,0.0941844009472983,0.1058608807123818,0.1231966716295248,0.1104656174734019,0.1083269874692978,0.0997297014534485,0.0825796631189197,0.0820052197996702,0.0870489746618101,45.3839247463,-72.5012142123,fermee,1
030340,Yamaska Nord,Yamaska Nord,0303 -Rivière Yamaska,243.7,34,34,,1.37,0.157565882487159,10.31483383424437,0.0783419624743346,0.083207047405169,0.0938758726854438,0.1246610058855699,0.1378939179299495,0.1560033173396709,0.1445904796315175,0.1413708136214522,0.1269534091320868,0.1048787178858098,0.1053657864829692,0.1122965561555105,45.36,-72.78,api,1
030343,Yamaska Nord,Yamaska Nord,0303 -Rivière Yamaska,29.7,25,25,,0.042,0.0933539893324268,68.97025332822012,0.0556208091057042,0.0583697955635799,0.062785611396635,0.0771759615182859,0.081235214080147,0.0969295277365659,0.0896634501593322,0.0864279657218882,0.0796584458019935,0.064554656835851,0.0624956711885591,0.0827564399395879,45.349479,-72.514561,api,1
030345_41_34,Yamaska,Yamaska,0303 -Rivière Yamaska,3308.13,47,46,,4.46,0.2423435121005208,5.153675214856152,0.147675883207127,0.1473242383654375,0.1538385298120979,0.184082816394068,0.2190318114206729,0.244748860412628,0.2273963150034837,0.2242782017793683,0.2045690143703884,0.1744950994040429,0.177221045227238,0.1871349124455672,45.629000000000005,-72.939,api,1
030346,Noire,Noire,0303 -Rivière Yamaska,606.86,40,39,,0.29,0.1850352688586212,38.9519012563446,0.1034791127471509,0.1020562259038277,0.1091299857393513,0.1391862664326483,0.1617298802817273,0.1845151531235309,0.1706641569803714,0.1673588819156118,0.150835806657413,0.1260274150936363,0.1302050980581313,0.1432987660516157,45.6267777778,-72.5839444444,fermee,1
030348,Runnels,Runnels,0303 -Rivière Yamaska,103.78,28,28,,0.01,0.1206535276782425,92.3461691561618,0.0556208091057042,0.0583697955635799,0.0661083351620671,0.0941844009472983,0.1058608807123818,0.1231966716295248,0.1104656174734019,0.1083269874692978,0.0997297014534485,0.0825796631189197,0.0820052197996702,0.0870489746618101,45.591194,-72.689072,api,1
030415,Des Hurons,Des Hurons,0304 -Rivière Richelieu,340.55,55,48,,0.162,0.1264636894589166,43.84041877025487,0.0543525985506498,0.0431447337133299,0.0359579778968127,0.120404829358039,0.1172220274562045,0.13143216872645,0.1160547374481871,0.1012845273202176,0.0833282701279504,0.0498985556399955,0.046293204863483,0.0563286107079368,45.49100000000001,-73.186,api,1
030420,Aux Brochets,Aux Brochets,0304 -Rivière Richelieu,388.27,55,48,,0.266,0.1264636894589166,32.2230292522781,0.0543525985506498,0.0431447337133299,0.0359579778968127,0.120404829358039,0.1172220274562045,0.13143216872645,0.1160547374481871,0.1012845273202176,0.0833282701279504,0.0498985556399955,0.046293204863483,0.0563286107079368,45.06512633619924,-72.86210348116164,ouverte_BV,1
030421,L'Acadie,L'Acadie,0304 -Rivière Richelieu,364.96,55,48,,0.116,0.1264636894589166,52.15778483827154,0.0543525985506498,0.0431447337133299,0.0359579778968127,0.120404829358039,0.1172220274562045,0.13143216872645,0.1160547374481871,0.1012845273202176,0.0833282701279504,0.0498985556399955,0.046293204863483,0.0563286107079368,45.390000000000015,-73.371,api,1
030423,Aux Morpions,Aux Morpions,0304 -Rivière Richelieu,111.02,48,42,,0.052,0.0818592478095732,61.153225607561566,0.035476003568571,0.01959850765969,0.0172245094081628,0.0995426372284093,0.0792460762466746,0.088707805339083,0.0735033438805939,0.0589210708470838,0.0529123164242466,0.0304712699470445,0.0273158854190386,0.0406362705048305,45.19800000000001,-73.033,api,1
030424,Aux Brochets,Aux Brochets,0304 -Rivière Richelieu,613.18,57,50,,0.471,0.1282319715671043,21.39938749125044,0.0562637870595587,0.0456587910780076,0.0375356824075011,0.1229432668703144,0.1194792973206364,0.133420194552614,0.1172392319717472,0.1029599942530643,0.0851765436019944,0.0522205935465432,0.0484129543233095,0.0579013216173234,45.159000000000006,-73.051,api,1
030425,De la Roche,De la Roche,0304 -Rivière Richelieu,82.44,41,35,,0.017,0.045078211933526,72.61519062726265,0.035476003568571,0.01959850765969,0.0172245094081628,0.0988683526636178,0.0471920909079298,0.0504170344347397,0.0400017970755218,0.0349459637340845,0.0317574591468369,0.0204002613563264,0.0273158854190386,0.0406362705048305,45.021861,-73.01622199999998,api,1
030429,À l'Ours,À l'Ours,0304 -Rivière Richelieu,34.74,27,21,,0.005,0.0330857612045221,86.8717341025435,0.035476003568571,0.01959850765969,0.0172245094081628,0.0988031338046287,0.0401078418908921,0.0425956920549298,0.0326093758210373,0.0256150890527377,0.0285902498729456,0.0185746607400209,0.0273158854190386,0.0406362705048305,45.521722,-73.123111,api,1
030905,Châteauguay,Châteauguay,0309 -Rivière Châteauguay,2512.67,56,45,,4.32,0.3183270337896279,6.862970883050193,0.0140851252944188,0.0150673053952004,0.015396379243163,0.0272497403973227,0.1147258231307395,0.0963283813588683,0.2846901050299381,0.0723793745439812,0.0189265268234185,0.0125448586572449,0.0133873623159912,0.0156702553276945,45.330000000000005,-73.762,api,1
030907,Des Anglais,Des Anglais,0309 -Rivière Châteauguay,629.57,55,44,,0.326,0.3106095110148369,48.79121433792054,0.0064077059395801,0.0067950053473077,0.006868187038862,0.0192084441010264,0.1075548889909546,0.0889318998773868,0.2769725822551471,0.0653396986180553,0.0120111101567519,0.0056781191859187,0.0059896539826579,0.0076845810445403,45.158000000000015,-73.825,api,1
030919,Châteauguay,Châteauguay,0309 -Rivière Châteauguay,1051.53,56,45,,3.92,0.3183270337896279,7.510676529956236,0.0140851252944188,0.0150673053952004,0.015396379243163,0.0272497403973227,0.1147258231307395,0.0963283813588683,0.2846901050299381,0.0723793745439812,0.0189265268234185,0.0125448586572449,0.0133873623159912,0.0156702553276945,45.08700000000002,-74.172,api,1
030920,Noire,Noire,0309 -Rivière Châteauguay,38.07,29,24,,0.044,0.2782473380256691,86.34589186381577,6.80827876984127e-05,0.0,6.80827876984127e-05,0.0079818778487465,0.0768925287720594,0.0556930543668752,0.2530285582435221,0.0419377265233008,0.0059548611111111,0.0,0.0,0.0,45.07659999999998,-73.84995899999998,api,1
030921,Des Anglais,Des Anglais,0309 -Rivière Châteauguay,247.45,55,44,,0.143,0.3106095110148369,68.47508781725641,0.0064077059395801,0.0067950053473077,0.006868187038862,0.0192084441010264,0.1075548889909546,0.0889318998773868,0.2769725822551471,0.0653396986180553,0.0120111101567519,0.0056781191859187,0.0059896539826579,0.0076845810445403,45.100000000000016,-73.762,api,1
040129,Doncaster,Doncaster,0401 -Rivière du Nord,105.49,10,7,,0.475,0.0480691386276403,9.189825030350244,0.0295958044496714,0.0241116482370253,0.0228744755264336,0.0228863570877425,0.0349762015639697,0.0447265177817647,0.0478463611672161,0.0442262828604829,0.0383284483982291,0.0238455111529101,0.0287772625023422,0.0330665502618612,46.096361,-74.12113099999999,api,1
040201,Rouge,Rouge,0402 -Rivière Rouge,2584.1,19,15,,16.97,0.1112286135722374,0.6511745500780813,0.0492526461098703,0.0336674657930548,0.0322392461917562,0.0302088882458847,0.0859653383690038,0.1027683872673681,0.1069743687389361,0.1070065283822155,0.0928246642086321,0.045135087216519,0.0463002975620576,0.0533230613782367,46.3539348931,-74.7790685417,fermee,1
040204,Rouge,Rouge,0402 -Rivière Rouge,5451.67,19,15,,26.81,0.1112286135722374,0.4131632146839019,0.0492526461098703,0.0336674657930548,0.0322392461917562,0.0302088882458847,0.0859653383690038,0.1027683872673681,0.1069743687389361,0.1070065283822155,0.0928246642086321,0.045135087216519,0.0463002975620576,0.0533230613782367,45.73800000000001,-74.68900000000001,api,1
040212,Ruis_St-Louis,Ruis_St-Louis,0402 -Rivière Rouge,39.99,3,2,,0.108,0.0209093369673436,16.220188125426944,0.0143191050022756,0.0093721170577905,0.0092380779569892,0.0084648904320987,0.0178230279271206,0.017657418430335,0.0204357136729967,0.0197168802270011,0.0146655208333333,0.0096906317204301,0.015175542919272,0.0170390182905361,46.37375,-74.50474999999999,api,1
040406,De la Petite Nation,De la Petite Nation,0404 -Rivière de la Petite Nation,1347.78,11,11,,4.57,0.0263193017561938,0.5726169142804683,0.0,0.0,0.0,6.751543209876544e-06,0.0087988663897104,0.017630041421321,0.0242100931126548,0.024133596072832,0.0123620975040357,5.621262538580247e-07,0.0,0.0,45.791,-75.089,api,1
040409,Ruis_Suffolk,Ruis_Suffolk,0404 -Rivière de la Petite Nation,81.85,6,6,,0.078,0.0114000916989939,12.751767344241156,0.0,0.0,0.0,0.0,0.0087976499718596,0.0101217906002859,0.0100007733529405,0.0109196007453717,0.0033937373767209,0.0,0.0,0.0,45.88389099999999,-75.021697,api,1
040830,Gatineau,Gatineau,0408 -Rivière Gatineau,6807.19,12,8,,34.92,0.0213738763568083,0.0611706810168417,0.0686456689861309,0.0512786671593281,0.0027272401433691,0.0004524399961129,0.0148119383885719,0.0210107741691073,0.0213738763568083,0.017213184221721,0.0124901042496204,0.0024427456696203,0.0504651666185332,0.0656489558902541,47.083,-75.754,api,1
040840_14,Picanoc,Picanoc,0408 -Rivière Gatineau,1262.97,12,8,,4.39,0.0213738763568083,0.4845174531989616,0.0686456689861309,0.0512786671593281,0.0027272401433691,0.0004524399961129,0.0148119383885719,0.0210107741691073,0.0213738763568083,0.017213184221721,0.0124901042496204,0.0024427456696203,0.0504651666185332,0.0656489558902541,46.07800000000001,-76.069,api,1
040841_10,Désert,Désert,0408 -Rivière Gatineau,1684.39,12,8,,5.6,0.0213738763568083,0.3802251340496257,0.0686456689861309,0.0512786671593281,0.0027272401433691,0.0004524399961129,0.0148119383885719,0.0210107741691073,0.0213738763568083,0.017213184221721,0.0124901042496204,0.0024427456696203,0.0504651666185332,0.0656489558902541,46.59000000000002,-76.041,api,1
041301,Coulonge,Coulonge,0413 -Rivière Coulonge,5126.29,1,1,,16.59,0.009419280167264,0.0567446367145991,0.0083858273596176,0.0082775183588761,0.0080085872162485,0.0077510030864197,0.0090932721027479,0.0093310185185185,0.009419280167264,0.008881197729988,0.0076056327160493,0.0071771953405017,0.0071769290123456,0.0073982228195937,45.8737222222,-76.6840833333,fermee,1
041902,Dumoine,Dumoine,0419 -Rivière Dumoine,3758.3,0,0,,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.346,-77.816,api,1
043012,Kinojévis,Kinojévis,0430 -Rivière Kinojévis,2567.21,2,2,,12.97,0.0388536587260541,0.2986708878840524,0.0409464498611499,0.0411608216304321,0.0420086675786673,0.0391516237490781,0.0404408761009593,0.0395673229958315,0.0369504329196025,0.0380348160438747,0.0369813463466525,0.0379844006242207,0.0397500174875342,0.0407453911233129,48.36600000000001,-78.854,api,1
043030,Capitachouane,Capitachouane,0430 -Rivière Capitachouane,1095.71,0,0,,7.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.728806,-76.71458299999999,api,1
046709_08_01,Du Chêne,Du Chêne,0467 -Rivière du Chêne,204.54,4,4,,0.286,0.3022779557678615,51.3835259003216,0.255838280316607,0.2643146380678708,0.2641242786738351,0.2639939588734567,0.3045152573476702,0.309794231725823,0.3002194803290522,0.2987454736890084,0.2761605311419753,0.273196850306153,0.2558491119135803,0.2595958531959379,45.55989999999999,-73.97539399999998,api,1
050119,Matawin,Matawin,0501 -Rivière Saint-Maurice,1378.96,6,4,,5.57,0.653244943747511,10.49685412758541,0.6622854379480286,0.6467160054430456,0.6514535065710872,0.6443315941358025,0.6290195613052568,0.6446447237654321,0.653244943747511,0.6365235024641578,0.6834484189814815,0.6449368636748307,0.5376380809413579,0.5757653031785145,46.68411110000003,-73.91480278,api,1
050135,Croche,Croche,0501 -Rivière Saint-Maurice,1538.36,6,4,,8.42,0.653244943747511,7.199683771324507,0.6622854379480286,0.6467160054430456,0.6514535065710872,0.6443315941358025,0.6290195613052568,0.6446447237654321,0.653244943747511,0.6365235024641578,0.6834484189814815,0.6449368636748307,0.5376380809413579,0.5757653031785145,48.07480801364536,-72.61577150110834,ouverte_BV,1
050144_16,Vermillon,Vermillon,0501 -Rivière Saint-Maurice,2649.0,6,4,,11.68,0.653244943747511,5.296618584378975,0.6622854379480286,0.6467160054430456,0.6514535065710872,0.6443315941358025,0.6290195613052568,0.6446447237654321,0.653244943747511,0.6365235024641578,0.6834484189814815,0.6449368636748307,0.5376380809413579,0.5757653031785145,47.67699999999999,-73.041,api,1
050304,Batiscan,Batiscan,0503 -Rivière Batiscan,4514.28,5,5,,29.56,0.007629555891577,0.025803745535823,0.0047976590501792,0.0060365406489463,0.0059824008736559,0.0050914554398148,0.00654240031362,0.0070179513888888,0.0067174801853985,0.0074975554435483,0.0080762261841168,0.0060967763714655,0.0058533159722222,0.0056985635080645,46.58600000000001,-72.405,api,1
050408,Ste-Anne,Ste-Anne,0504 -Rivière Sainte-Anne,1582.97,1,1,,13.41,1.3776881720430107e-05,0.0001027357760376,1.3776881720430107e-05,1.3764880952380952e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,46.852,-71.87500000000001,api,1
050409,Bras du nord,Bras du nord,0504 -Rivière Sainte-Anne,643.89,1,1,,5.67,1.3776881720430107e-05,0.0002429779232036,1.3776881720430107e-05,1.3764880952380952e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,1.377314814814815e-05,1.3776881720430107e-05,46.977,-71.847,api,1
050702_01,Portneuf,Portneuf,0507 -Rivière Portneuf,323.34,5,5,,2.03,0.0553436308812976,2.65393338832644,0.0176856052120669,0.0164642130199781,0.0194986527568201,0.0278600612742585,0.04814440808347,0.0571721950544882,0.0543275996267743,0.0506480954950328,0.0466195761378977,0.0425363764472112,0.0418215753095979,0.0170840628019976,46.728,-71.841,api,1
050812,Aux Pommes,Aux Pommes,0508 -Rivière Jacques-Cartier,95.77,1,1,,0.537,0.0034603001935483,0.6402505775741886,0.0,0.0,0.0,0.0,0.0006584079060035,0.0038657871805555,0.0033910666243279,0.0034603001935483,0.0037287816131944,0.0002140305887096,0.0,0.0,46.69600000000001,-71.688,api,1
050915,Nelson,Nelson,0509 -Rivière Saint-Charles,51.76,6,5,,0.37,0.0537888958103734,12.69237970653238,0.0107852682519671,0.0062169335247121,0.0200583943995254,0.0403002002421356,0.0608618149132646,0.0528382915469205,0.0484182724405028,0.0496953709886021,0.0458759808378895,0.0452851699088433,0.0421712865367124,0.0308697189488405,46.868,-71.425,api,1
050916,Des Hurons,Des Hurons,0509 -Rivière Saint-Charles,79.91,10,7,,0.645,0.0657866192843128,9.255466760270902,0.0248310047058568,0.0111028737632633,0.0361851756559204,0.0454836279703638,0.0683738305812355,0.0615436208745755,0.0582520722961291,0.0614086623388855,0.0523325669051516,0.0505709636380789,0.0575372355313175,0.0633838690368646,47.00300000000002,-71.362,api,1
051001,Montmorency,Montmorency,0510 -Rivière Montmorency,1166.76,8,8,,8.82,0.1052298875610832,1.1790159904759436,0.0716928572741475,0.0795703236179529,0.0903960753653766,0.0793541465816378,0.1009237090378581,0.1091716991629283,0.1011227036461538,0.1029305932062445,0.0956545525743238,0.0775439795301595,0.0681449159439291,0.0659284957559557,46.89600000000001,-71.152,api,1
051005,Montmorency,Montmorency,0510 -Rivière Montmorency,271.42,3,3,,2.167,0.0217219999564191,0.9924513006609184,0.0050343525985663,0.0052425804768746,0.0052540434587813,0.0133908957281144,0.0173179594125224,0.0199022660345179,0.0197056193156652,0.0217219999564191,0.0177585146877405,0.0113283058411738,0.0051594444444444,0.0050820676523297,47.26,-71.137,api,1
051301,Du Gouffre,Du Gouffre,0513 -Rivière du Gouffre,889.31,0,0,,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4475313329,-70.509996023,fermee,1
051502,Malbaie,Malbaie,0515 -Rivière Malbaie,1712.09,4,1,,10.73,0.0098601484203348,0.0918089089063705,0.013461093664814,0.0089607379592745,0.0090685553294441,0.0089126085706694,0.0092370565036914,0.0090038841940366,0.0098601484203348,0.0097832905295009,0.0091248370634856,0.008693014610134,0.0129786303148587,0.0180671945340604,47.69400000000001,-70.218,api,1
052212,Ouareau,Ouareau,0522 -Rivière L'Assomption,1260.09,56,52,,4.36,0.3940949541154408,8.289589457490488,0.0395259027435799,0.0196880605985584,0.0267220070169667,0.0911529540584295,0.1456320529896218,0.2567663896503612,0.3510861967614926,0.3170722484786554,0.2390777109065799,0.0854999371888832,0.0902265066184817,0.0656343403763466,46.031,-73.705,api,1
052219,L'Assomption,L'Assomption,0522 -Rivière L'Assomption,1305.82,78,74,,3.74,0.697459970650348,15.717549572579676,0.0947143333364712,0.0659644947788517,0.0890556905658173,0.1569078115079086,0.2356083270417537,0.4081319600360106,0.6184886569928753,0.5796828111630811,0.3584204173274845,0.1478271528391697,0.1470032022203336,0.1148488512640177,46.013,-73.429,api,1
052228,Noire,Noire,0522 -Rivière L'Assomption,193.6,33,31,,0.341,0.3029364620899771,47.04446477634743,0.0229630507019115,0.0103144260032131,0.0116406810035842,0.047705972644899,0.0913521827915511,0.180392774837783,0.2660784002443244,0.2412379964111957,0.1672439707317988,0.0662283535806422,0.0775287708976337,0.0501632693794363,46.341000000000015,-73.654,api,1
052231,Beauport,Beauport,0522 -Rivière L'Assomption,74.37,6,4,,0.12,0.0837823672715053,41.11364903317647,0.0229630507019115,0.0103144260032131,0.0116406810035842,0.0239118942901234,0.04336267067759,0.0657525836478462,0.0817061953965053,0.0669575607701115,0.0768277648709315,0.0590910175466916,0.0775287708976337,0.0501632693794363,45.8934444444,-73.8655,fermee,1
052233,De L'Achigan,De L'Achigan,0522 -Rivière L'Assomption,585.55,44,40,,1.011,0.3477858349287902,25.595338572764604,0.0362351433349778,0.0163346382645865,0.023325718187815,0.0832273291552487,0.1184264480200903,0.2200634989635586,0.3083075525533788,0.2784918416170289,0.2030195802030635,0.0717772259283403,0.0870065799209509,0.0622564617921172,45.846,-73.493,api,1
052601,Maskinongé,Maskinongé,0526 -Rivière Maskinongé,1028.65,0,0,,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.301,-73.096,api,1
052606,Mastigouche,Mastigouche,0526 -Rivière Maskinongé,208.35,0,0,,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.442,-73.462,api,1
052805,Du Loup,Du Loup,0528 -Rivière du Loup,758.23,1,1,,2.23,0.0018888888888888,0.084631851446209,0.0,0.0,0.0,0.0011805555555555,0.0023611111111111,0.0023611111111111,0.0018888888888888,0.0018503086419753,0.0018888888888888,0.0023611111111111,0.0,0.0,46.601,-73.186,api,1
